Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number
Batch_821,JO_00821,2023-02-04 ,Operator_17,Offset Ink,PVC,41,1353,1099,254,234,1119,Match_Fair,Pass,Pass,Pass,Pass,2023-02-10 ,Operator_74,Type3,2,Chip_506715,Pass,Pass,Pass,GSM,Key_2542,Serial_1278,ICCID_952762,Operator_127,Pass,Pass,Pass,Log_92436,PO-0047
Batch_822,JO_00822,2023-02-04 ,Operator_48,UV Ink,Composite Materials,43,1247,432,815,471,776,Match_Fair,Pass,Pass,Pass,Pass,2023-02-07 ,Operator_58,Type3,0,Chip_520421,Pass,Pass,Pass,UMTS,Key_8276,Serial_5074,ICCID_702169,Operator_146,Pass,Pass,Pass,Log_21703,PO-0048
Batch_823,JO_00823,2023-02-05 ,Operator_47,Offset Ink,PET,40,1000,952,48,230,770,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-07 ,Operator_73,Type1,1,Chip_582190,Pass,Pass,Pass,GSM,Key_4441,Serial_5074,ICCID_419109,Operator_117,Pass,Pass,Pass,Log_83714,PO-0049
Batch_824,JO_00824,2023-02-05 ,Operator_23,Offset Ink,PVC,23,851,674,177,433,418,Match_Fair,Pass,Pass,Pass,Pass,2023-02-11 ,Operator_83,Type2,1,Chip_655319,Pass,Pass,Pass,UMTS,Key_7914,Serial_8630,ICCID_384830,Operator_125,Pass,Pass,Pass,Log_11677,PO-0050
Batch_825,JO_00825,2023-02-06 ,Operator_15,UV Ink,Composite Materials,23,529,207,322,240,289,Match_Poor,Pass,Pass,Pass,Pass,2023-02-08 ,Operator_79,Type1,3,Chip_740855,Pass,Pass,Pass,UMTS,Key_5207,Serial_9419,ICCID_497882,Operator_130,Pass,Pass,Pass,Log_12092,PO-0051
Batch_826,JO_00826,2023-02-06 ,Operator_37,Metallic Ink,Composite Materials,38,1140,372,768,1038,102,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-10 ,Operator_69,Type3,1,Chip_689757,Pass,Pass,Pass,GPRS,Key_2121,Serial_8146,ICCID_134563,Operator_110,Pass,Pass,Pass,Log_88642,PO-0052
Batch_827,JO_00827,2023-02-07 ,Operator_21,UV Ink,PET,28,896,516,380,404,492,Match_Poor,Pass,Pass,Pass,Pass,2023-02-10 ,Operator_55,Type2,1,Chip_945580,Pass,Fail,Pass,GPRS,Key_7668,Serial_7933,ICCID_930894,Operator_140,Pass,Pass,Pass,Log_83286,PO-0053
Batch_828,JO_00828,2023-02-07 ,Operator_14,Offset Ink,PET,36,972,221,751,648,324,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-16 ,Operator_87,Type2,4,Chip_197900,Pass,Pass,Pass,GPRS,Key_5262,Serial_7718,ICCID_737030,Operator_115,Pass,Pass,Pass,Log_64694,PO-0054
Batch_829,JO_00829,2023-02-08 ,Operator_2,Offset Ink,PVC,18,522,250,272,515,7,Match_Poor,Pass,Pass,Pass,Pass,2023-02-11 ,Operator_73,Type1,4,Chip_865076,Pass,Pass,Pass,GSM,Key_7312,Serial_1623,ICCID_969546,Operator_119,Pass,Pass,Pass,Log_16100,PO-0055
Batch_830,JO_00830,2023-02-08 ,Operator_11,Metallic Ink,PVC,46,1380,532,848,282,1098,Match_Fair,Pass,Pass,Fail,Pass,2023-02-15 ,Operator_76,Type1,0,Chip_722949,Pass,Pass,Pass,GSM,Key_7369,Serial_7030,ICCID_728084,Operator_104,Pass,Pass,Pass,Log_21448,PO-0056
Batch_831,JO_00831,2023-02-09 ,Operator_39,UV Ink,PVC,46,1012,214,798,227,785,Match_Good,Pass,Pass,Pass,Pass,2023-02-11 ,Operator_74,Type2,1,Chip_599853,Pass,Pass,Pass,GSM,Key_2959,Serial_3633,ICCID_267264,Operator_115,Pass,Pass,Pass,Log_24538,PO-0057
Batch_832,JO_00832,2023-02-09 ,Operator_38,Offset Ink,Composite Materials,37,1258,996,262,916,342,Match_Poor,Pass,Pass,Pass,Pass,2023-02-13 ,Operator_71,Type3,2,Chip_732578,Pass,Pass,Pass,GPRS,Key_9679,Serial_5586,ICCID_666110,Operator_137,Pass,Pass,Pass,Log_57476,PO-0058
Batch_833,JO_00833,2023-02-10 ,Operator_34,Offset Ink,PVC,33,891,547,344,521,370,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-16 ,Operator_83,Type1,1,Chip_487902,Pass,Pass,Fail,UMTS,Key_7478,Serial_2140,ICCID_227803,Operator_115,Pass,Pass,Pass,Log_16629,PO-0059
Batch_834,JO_00834,2023-02-10 ,Operator_38,Offset Ink,Composite Materials,37,1443,958,485,412,1031,Match_Fair,Pass,Pass,Pass,Pass,2023-02-17 ,Operator_76,Type2,1,Chip_528202,Pass,Pass,Pass,UMTS,Key_1435,Serial_6085,ICCID_460347,Operator_133,Pass,Pass,Pass,Log_97564,PO-0060
Batch_835,JO_00835,2023-02-11 ,Operator_34,Metallic Ink,PVC,45,1665,1605,60,407,1258,Match_Perfect,Pass,Fail,Pass,Pass,2023-02-17 ,Operator_60,Type2,0,Chip_536235,Pass,Pass,Pass,UMTS,Key_9021,Serial_8086,ICCID_258168,Operator_113,Pass,Pass,Pass,Log_18618,PO-0021
Batch_836,JO_00836,2023-02-11 ,Operator_18,Offset Ink,PET,27,540,428,112,189,351,Match_Poor,Pass,Pass,Pass,Pass,2023-02-13 ,Operator_92,Type3,2,Chip_961238,Pass,Pass,Pass,GPRS,Key_2121,Serial_5084,ICCID_319127,Operator_117,Pass,Pass,Pass,Log_25064,PO-0022
Batch_837,JO_00837,2023-02-12 ,Operator_30,Offset Ink,PET,34,918,311,607,876,42,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-21 ,Operator_79,Type2,0,Chip_419989,Pass,Pass,Pass,UMTS,Key_5420,Serial_7293,ICCID_554640,Operator_119,Pass,Pass,Pass,Log_14279,PO-0023
Batch_838,JO_00838,2023-02-12 ,Operator_15,UV Ink,Composite Materials,44,968,427,541,771,197,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-20 ,Operator_85,Type1,1,Chip_227956,Pass,Pass,Pass,UMTS,Key_8976,Serial_7288,ICCID_772318,Operator_113,Pass,Pass,Pass,Log_62323,PO-0024
Batch_839,JO_00839,2023-02-13 ,Operator_27,UV Ink,PET,13,260,198,62,192,68,Match_Poor,Pass,Pass,Pass,Pass,2023-02-15 ,Operator_78,Type2,2,Chip_222613,Pass,Pass,Pass,GSM,Key_9661,Serial_2041,ICCID_997936,Operator_106,Pass,Pass,Pass,Log_83398,PO-0025
Batch_840,JO_00840,2023-02-13 ,Operator_34,Offset Ink,Composite Materials,23,897,206,691,678,219,Match_Fair,Pass,Pass,Fail,Pass,2023-02-20 ,Operator_62,Type3,1,Chip_330261,Pass,Pass,Pass,GSM,Key_4899,Serial_2956,ICCID_615121,Operator_140,Pass,Pass,Pass,Log_77485,PO-0026
Batch_841,JO_00841,2023-02-14 ,Operator_38,Offset Ink,Composite Materials,48,1680,214,1466,624,1056,Match_Fair,Pass,Pass,Pass,Pass,2023-02-22 ,Operator_94,Type3,0,Chip_754227,Pass,Pass,Pass,GPRS,Key_3549,Serial_4643,ICCID_852227,Operator_130,Pass,Pass,Pass,Log_69163,PO-0027
Batch_842,JO_00842,2023-02-14 ,Operator_33,UV Ink,PET,35,980,801,179,519,461,Match_Poor,Pass,Pass,Pass,Fail,2023-02-17 ,Operator_57,Type3,0,Chip_971291,Pass,Pass,Pass,UMTS,Key_2275,Serial_6404,ICCID_400397,Operator_136,Pass,Pass,Pass,Log_30675,PO-0028
Batch_843,JO_00843,2023-02-15 ,Operator_24,Metallic Ink,Composite Materials,17,612,215,397,503,109,Match_Fair,Pass,Pass,Pass,Pass,2023-02-22 ,Operator_66,Type1,4,Chip_715002,Pass,Pass,Pass,GPRS,Key_7577,Serial_7888,ICCID_208266,Operator_131,Pass,Pass,Pass,Log_19128,PO-0029
Batch_844,JO_00844,2023-02-15 ,Operator_15,Metallic Ink,PET,33,1155,821,334,775,380,Match_Good,Pass,Pass,Pass,Pass,2023-02-25 ,Operator_70,Type1,2,Chip_538596,Pass,Pass,Pass,GSM,Key_4326,Serial_3665,ICCID_161456,Operator_113,Pass,Pass,Pass,Log_92955,PO-0030
Batch_845,JO_00845,2023-02-16 ,Operator_30,Metallic Ink,PVC,25,625,222,403,265,360,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-24 ,Operator_79,Type1,4,Chip_437836,Pass,Pass,Pass,UMTS,Key_5504,Serial_5440,ICCID_733737,Operator_124,Pass,Pass,Pass,Log_36956,PO-0031
Batch_846,JO_00846,2023-02-16 ,Operator_42,Metallic Ink,PVC,29,754,470,284,336,418,Match_Poor,Pass,Pass,Pass,Pass,2023-02-20 ,Operator_85,Type2,2,Chip_734678,Pass,Pass,Pass,UMTS,Key_9171,Serial_8418,ICCID_868114,Operator_129,Pass,Pass,Pass,Log_28228,PO-0032
Batch_847,JO_00847,2023-02-16 ,Operator_17,Metallic Ink,PET,24,840,457,383,835,5,Match_Good,Pass,Pass,Pass,Pass,2023-02-25 ,Operator_78,Type3,3,Chip_171354,Pass,Pass,Pass,GSM,Key_6445,Serial_7549,ICCID_776143,Operator_149,Pass,Pass,Pass,Log_40691,PO-0033
Batch_848,JO_00848,2023-02-17 ,Operator_5,Metallic Ink,PET,16,432,231,201,414,18,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-20 ,Operator_57,Type3,2,Chip_509418,Pass,Pass,Pass,UMTS,Key_8316,Serial_9757,ICCID_325685,Operator_146,Pass,Pass,Pass,Log_85731,PO-0034
Batch_849,JO_00849,2023-02-17 ,Operator_29,Metallic Ink,PET,26,754,735,19,610,144,Match_Poor,Pass,Pass,Pass,Pass,2023-02-23 ,Operator_72,Type3,1,Chip_684176,Pass,Pass,Pass,GPRS,Key_9541,Serial_1972,ICCID_917471,Operator_102,Pass,Pass,Pass,Log_20357,PO-0035
Batch_850,JO_00850,2023-02-18 ,Operator_4,Metallic Ink,PET,31,1023,750,273,734,289,Match_Fair,Pass,Pass,Pass,Pass,2023-02-28 ,Operator_64,Type1,2,Chip_456667,Pass,Pass,Pass,UMTS,Key_3170,Serial_9528,ICCID_245118,Operator_116,Pass,Pass,Pass,Log_21074,PO-0036
Batch_851,JO_00851,2023-02-18 ,Operator_10,UV Ink,PVC,31,930,411,519,586,344,Match_Poor,Pass,Pass,Pass,Pass,2023-02-22 ,Operator_86,Type3,4,Chip_658780,Pass,Fail,Pass,GSM,Key_8479,Serial_2638,ICCID_792637,Operator_112,Pass,Pass,Pass,Log_22042,PO-0037
Batch_852,JO_00852,2023-02-19 ,Operator_17,Metallic Ink,Composite Materials,21,441,439,2,337,104,Match_Poor,Pass,Pass,Pass,Pass,2023-02-25 ,Operator_60,Type2,0,Chip_613833,Pass,Pass,Pass,GSM,Key_1258,Serial_2971,ICCID_513459,Operator_128,Pass,Pass,Pass,Log_35949,PO-0038
Batch_853,JO_00853,2023-02-19 ,Operator_10,Metallic Ink,Composite Materials,27,837,523,314,364,473,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-28 ,Operator_52,Type2,0,Chip_706379,Pass,Pass,Pass,GPRS,Key_3452,Serial_2152,ICCID_105645,Operator_126,Pass,Pass,Pass,Log_54620,PO-0039
Batch_854,JO_00854,2023-02-20 ,Operator_17,Metallic Ink,PVC,24,936,240,696,670,266,Match_Perfect,Pass,Pass,Pass,Pass,2023-02-25 ,Operator_72,Type1,2,Chip_769061,Pass,Pass,Pass,GPRS,Key_8378,Serial_9425,ICCID_323502,Operator_132,Pass,Pass,Pass,Log_50094,PO-0040
Batch_855,JO_00855,2023-02-20 ,Operator_20,Offset Ink,Composite Materials,46,1794,1004,790,1014,780,Match_Perfect,Pass,Pass,Fail,Pass,2023-02-28 ,Operator_66,Type1,3,Chip_399588,Pass,Pass,Pass,GSM,Key_3002,Serial_3926,ICCID_147402,Operator_142,Pass,Pass,Pass,Log_78779,PO-0041
Batch_856,JO_00856,2023-02-21 ,Operator_24,UV Ink,PVC,25,800,582,218,715,85,Match_Good,Pass,Pass,Pass,Pass,2023-02-25 ,Operator_85,Type1,0,Chip_379829,Pass,Pass,Pass,GPRS,Key_1176,Serial_6420,ICCID_382936,Operator_104,Pass,Pass,Pass,Log_37044,PO-0042
Batch_857,JO_00857,2023-02-21 ,Operator_5,UV Ink,Composite Materials,14,476,269,207,384,92,Match_Fair,Pass,Pass,Pass,Pass,2023-03-03 ,Operator_97,Type3,0,Chip_949216,Pass,Pass,Pass,GSM,Key_2603,Serial_6904,ICCID_112690,Operator_105,Pass,Pass,Pass,Log_67820,PO-0043
Batch_858,JO_00858,2023-02-22 ,Operator_34,UV Ink,PET,11,341,230,111,285,56,Match_Poor,Pass,Fail,Pass,Pass,2023-02-27 ,Operator_90,Type3,0,Chip_116467,Pass,Pass,Pass,GPRS,Key_9478,Serial_2651,ICCID_490580,Operator_117,Pass,Pass,Pass,Log_65316,PO-0044
Batch_859,JO_00859,2023-02-22 ,Operator_6,Metallic Ink,PET,37,1184,784,400,403,781,Match_Poor,Pass,Pass,Pass,Pass,2023-02-26 ,Operator_98,Type3,3,Chip_679671,Pass,Pass,Pass,GSM,Key_7090,Serial_3649,ICCID_614343,Operator_120,Pass,Pass,Pass,Log_63390,PO-0045
Batch_860,JO_00860,2023-02-23 ,Operator_2,Metallic Ink,PET,36,972,621,351,792,180,Match_Fair,Pass,Pass,Fail,Pass,2023-02-25 ,Operator_61,Type2,4,Chip_666419,Pass,Pass,Pass,GPRS,Key_5554,Serial_7240,ICCID_629502,Operator_140,Pass,Pass,Pass,Log_79865,PO-0046
Batch_861,JO_00861,2023-02-23 ,Operator_13,Offset Ink,PVC,40,1400,698,702,187,1213,Match_Poor,Pass,Pass,Pass,Pass,2023-02-27 ,Operator_93,Type2,2,Chip_147869,Pass,Pass,Pass,GPRS,Key_6040,Serial_6195,ICCID_301956,Operator_129,Pass,Pass,Pass,Log_29830,PO-0047
Batch_862,JO_00862,2023-02-24 ,Operator_43,UV Ink,PVC,45,990,474,516,651,339,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-02 ,Operator_93,Type3,3,Chip_671182,Pass,Pass,Pass,GPRS,Key_5867,Serial_8914,ICCID_502326,Operator_125,Pass,Fail,Pass,Log_17050,PO-0048
Batch_863,JO_00863,2023-02-24 ,Operator_43,Metallic Ink,Composite Materials,10,320,247,73,275,45,Match_Poor,Pass,Pass,Pass,Pass,2023-02-28 ,Operator_83,Type2,2,Chip_760188,Pass,Pass,Pass,GPRS,Key_4708,Serial_7762,ICCID_866315,Operator_118,Pass,Pass,Pass,Log_90880,PO-0049
Batch_864,JO_00864,2023-02-25 ,Operator_48,UV Ink,Composite Materials,38,1178,727,451,853,325,Match_Fair,Pass,Pass,Pass,Pass,2023-03-03 ,Operator_84,Type2,1,Chip_868745,Pass,Pass,Pass,UMTS,Key_6839,Serial_1654,ICCID_219801,Operator_122,Pass,Pass,Pass,Log_65905,PO-0050
Batch_865,JO_00865,2023-02-25 ,Operator_11,Offset Ink,Composite Materials,10,380,262,118,214,166,Match_Good,Pass,Pass,Pass,Pass,2023-03-04 ,Operator_83,Type1,2,Chip_696503,Pass,Pass,Fail,GSM,Key_7584,Serial_3509,ICCID_160109,Operator_108,Pass,Pass,Pass,Log_95145,PO-0051
Batch_866,JO_00866,2023-02-26 ,Operator_47,Offset Ink,PVC,17,357,290,67,275,82,Match_Good,Pass,Pass,Pass,Pass,2023-03-01 ,Operator_69,Type3,0,Chip_118170,Pass,Pass,Pass,GSM,Key_3359,Serial_2182,ICCID_672437,Operator_140,Pass,Pass,Pass,Log_61507,PO-0052
Batch_867,JO_00867,2023-02-26 ,Operator_23,Offset Ink,Composite Materials,25,500,182,318,485,15,Match_Fair,Pass,Pass,Pass,Pass,2023-03-02 ,Operator_70,Type2,3,Chip_573415,Pass,Pass,Pass,UMTS,Key_3309,Serial_2409,ICCID_728957,Operator_147,Pass,Pass,Pass,Log_26751,PO-0053
Batch_868,JO_00868,2023-02-27 ,Operator_16,UV Ink,PET,37,999,909,90,836,163,Match_Poor,Pass,Pass,Pass,Fail,2023-03-06 ,Operator_60,Type2,3,Chip_685825,Pass,Pass,Pass,GPRS,Key_3995,Serial_5709,ICCID_955279,Operator_140,Pass,Pass,Pass,Log_93167,PO-0054
Batch_869,JO_00869,2023-02-27 ,Operator_31,Metallic Ink,Composite Materials,31,868,470,398,437,431,Match_Poor,Pass,Pass,Pass,Pass,2023-03-04 ,Operator_69,Type3,4,Chip_125382,Pass,Pass,Pass,GPRS,Key_8974,Serial_3425,ICCID_808807,Operator_110,Pass,Pass,Pass,Log_16481,PO-0055
Batch_870,JO_00870,2023-02-28 ,Operator_11,Metallic Ink,PET,27,729,186,543,653,76,Match_Good,Pass,Pass,Pass,Pass,2023-03-05 ,Operator_93,Type3,1,Chip_387030,Pass,Pass,Pass,GSM,Key_5206,Serial_9832,ICCID_300683,Operator_117,Pass,Pass,Pass,Log_86825,PO-0056
Batch_871,JO_00871,2023-02-28 ,Operator_16,Offset Ink,PVC,31,1116,984,132,479,637,Match_Poor,Pass,Pass,Pass,Pass,2023-03-06 ,Operator_62,Type1,4,Chip_691584,Pass,Pass,Pass,GSM,Key_2633,Serial_2004,ICCID_725182,Operator_146,Pass,Pass,Pass,Log_67906,PO-0057
Batch_872,JO_00872,2023-03-01 ,Operator_8,Metallic Ink,PET,21,588,231,357,281,307,Match_Good,Pass,Pass,Fail,Pass,2023-03-04 ,Operator_60,Type1,4,Chip_826387,Pass,Pass,Pass,GSM,Key_8972,Serial_1367,ICCID_891823,Operator_148,Pass,Pass,Pass,Log_76191,PO-0058
Batch_873,JO_00873,2023-03-01 ,Operator_4,Offset Ink,PET,28,700,603,97,507,193,Match_Fair,Pass,Pass,Pass,Pass,2023-03-11 ,Operator_57,Type3,1,Chip_588925,Pass,Pass,Pass,UMTS,Key_2661,Serial_6640,ICCID_126677,Operator_120,Pass,Pass,Pass,Log_71491,PO-0059
Batch_874,JO_00874,2023-03-02 ,Operator_40,UV Ink,PET,34,1156,212,944,289,867,Match_Fair,Pass,Pass,Pass,Pass,2023-03-05 ,Operator_90,Type2,0,Chip_974693,Pass,Pass,Fail,GSM,Key_1987,Serial_1262,ICCID_285190,Operator_127,Pass,Pass,Pass,Log_99528,PO-0060
Batch_875,JO_00875,2023-03-02 ,Operator_4,Offset Ink,PVC,14,448,237,211,377,71,Match_Poor,Pass,Pass,Pass,Pass,2023-03-10 ,Operator_61,Type1,3,Chip_429662,Pass,Pass,Pass,UMTS,Key_4121,Serial_2581,ICCID_474167,Operator_102,Pass,Pass,Pass,Log_64739,PO-0021
Batch_876,JO_00876,2023-03-03 ,Operator_25,UV Ink,PVC,43,1333,381,952,1332,1,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-12 ,Operator_66,Type3,2,Chip_781292,Pass,Pass,Pass,UMTS,Key_5874,Serial_3980,ICCID_727220,Operator_129,Pass,Pass,Pass,Log_14914,PO-0022
Batch_877,JO_00877,2023-03-03 ,Operator_3,Offset Ink,PVC,48,1536,372,1164,1144,392,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-11 ,Operator_83,Type1,1,Chip_689419,Pass,Pass,Pass,GSM,Key_8885,Serial_8801,ICCID_722919,Operator_106,Pass,Pass,Pass,Log_35402,PO-0023
Batch_878,JO_00878,2023-03-04 ,Operator_32,Metallic Ink,PVC,19,494,383,111,316,178,Match_Good,Pass,Pass,Pass,Pass,2023-03-06 ,Operator_88,Type2,4,Chip_685618,Pass,Pass,Pass,GSM,Key_8931,Serial_5784,ICCID_655985,Operator_120,Pass,Pass,Pass,Log_61961,PO-0024
Batch_879,JO_00879,2023-03-04 ,Operator_3,Metallic Ink,Composite Materials,16,592,278,314,577,15,Match_Fair,Pass,Pass,Pass,Pass,2023-03-13 ,Operator_67,Type2,2,Chip_106553,Pass,Pass,Pass,GSM,Key_3843,Serial_9967,ICCID_354501,Operator_137,Pass,Pass,Pass,Log_40659,PO-0025
Batch_880,JO_00880,2023-03-05 ,Operator_27,Offset Ink,PVC,46,1518,1137,381,828,690,Match_Good,Pass,Pass,Pass,Pass,2023-03-12 ,Operator_95,Type3,1,Chip_369008,Pass,Pass,Pass,GPRS,Key_7715,Serial_1374,ICCID_186341,Operator_119,Pass,Pass,Pass,Log_43063,PO-0026
Batch_881,JO_00881,2023-03-05 ,Operator_29,Metallic Ink,PET,24,720,453,267,343,377,Match_Fair,Pass,Pass,Pass,Pass,2023-03-10 ,Operator_75,Type1,1,Chip_329732,Pass,Pass,Pass,GPRS,Key_1574,Serial_6619,ICCID_764182,Operator_111,Pass,Pass,Pass,Log_61343,PO-0027
Batch_882,JO_00882,2023-03-06 ,Operator_32,Metallic Ink,PVC,33,1089,775,314,528,561,Match_Good,Pass,Pass,Pass,Pass,2023-03-12 ,Operator_92,Type2,0,Chip_635642,Pass,Pass,Pass,GPRS,Key_4260,Serial_3092,ICCID_826685,Operator_148,Pass,Pass,Pass,Log_25641,PO-0028
Batch_883,JO_00883,2023-03-06 ,Operator_19,Metallic Ink,Composite Materials,35,1260,906,354,642,618,Match_Good,Pass,Pass,Pass,Pass,2023-03-15 ,Operator_81,Type2,0,Chip_989687,Pass,Pass,Pass,GSM,Key_6109,Serial_3980,ICCID_309357,Operator_118,Pass,Pass,Pass,Log_43096,PO-0029
Batch_884,JO_00884,2023-03-07 ,Operator_21,UV Ink,Composite Materials,35,735,287,448,683,52,Match_Good,Pass,Pass,Pass,Pass,2023-03-15 ,Operator_92,Type1,3,Chip_110893,Pass,Pass,Pass,UMTS,Key_6782,Serial_6427,ICCID_391078,Operator_139,Pass,Pass,Pass,Log_32991,PO-0030
Batch_885,JO_00885,2023-03-07 ,Operator_5,Metallic Ink,Composite Materials,35,1330,1101,229,1064,266,Match_Poor,Pass,Pass,Pass,Pass,2023-03-11 ,Operator_51,Type3,3,Chip_260386,Pass,Pass,Pass,UMTS,Key_7078,Serial_2756,ICCID_236568,Operator_122,Pass,Pass,Pass,Log_82890,PO-0031
Batch_886,JO_00886,2023-03-07 ,Operator_18,UV Ink,PET,19,665,260,405,330,335,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-15 ,Operator_89,Type1,2,Chip_252516,Pass,Pass,Pass,GPRS,Key_8313,Serial_6842,ICCID_263410,Operator_114,Pass,Pass,Pass,Log_70405,PO-0032
Batch_887,JO_00887,2023-03-08 ,Operator_28,Offset Ink,PVC,26,754,509,245,425,329,Match_Fair,Pass,Pass,Pass,Pass,2023-03-17 ,Operator_70,Type1,3,Chip_809246,Pass,Pass,Pass,UMTS,Key_1146,Serial_7942,ICCID_564792,Operator_142,Pass,Pass,Pass,Log_30051,PO-0033
Batch_888,JO_00888,2023-03-08 ,Operator_42,Metallic Ink,PVC,23,621,458,163,289,332,Match_Good,Pass,Pass,Pass,Pass,2023-03-11 ,Operator_59,Type1,1,Chip_360856,Pass,Pass,Pass,GPRS,Key_3791,Serial_9102,ICCID_109618,Operator_106,Pass,Pass,Pass,Log_28818,PO-0034
Batch_889,JO_00889,2023-03-09 ,Operator_22,Metallic Ink,PVC,11,264,194,70,252,12,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-12 ,Operator_93,Type1,1,Chip_146477,Pass,Pass,Pass,UMTS,Key_9462,Serial_3866,ICCID_550333,Operator_121,Pass,Pass,Pass,Log_11447,PO-0035
Batch_890,JO_00890,2023-03-09 ,Operator_21,Metallic Ink,PET,22,572,188,384,465,107,Match_Good,Pass,Fail,Pass,Pass,2023-03-19 ,Operator_52,Type1,1,Chip_987047,Pass,Pass,Pass,GSM,Key_1015,Serial_3870,ICCID_201546,Operator_108,Pass,Pass,Pass,Log_47558,PO-0036
Batch_891,JO_00891,2023-03-10 ,Operator_6,Offset Ink,PET,36,1152,344,808,454,698,Match_Good,Pass,Pass,Pass,Fail,2023-03-17 ,Operator_51,Type2,1,Chip_384138,Pass,Pass,Pass,GSM,Key_3963,Serial_7665,ICCID_651261,Operator_118,Pass,Pass,Pass,Log_30454,PO-0037
Batch_892,JO_00892,2023-03-10 ,Operator_1,UV Ink,Composite Materials,18,630,275,355,537,93,Match_Fair,Pass,Pass,Pass,Pass,2023-03-15 ,Operator_94,Type3,0,Chip_635256,Pass,Pass,Pass,UMTS,Key_4583,Serial_8480,ICCID_631982,Operator_122,Pass,Pass,Pass,Log_38748,PO-0038
Batch_893,JO_00893,2023-03-11 ,Operator_5,UV Ink,Composite Materials,16,384,202,182,246,138,Match_Poor,Pass,Pass,Pass,Pass,2023-03-14 ,Operator_89,Type3,1,Chip_649390,Pass,Pass,Pass,GPRS,Key_5242,Serial_5730,ICCID_180815,Operator_106,Pass,Pass,Pass,Log_69626,PO-0039
Batch_894,JO_00894,2023-03-11 ,Operator_41,Metallic Ink,PVC,19,665,417,248,229,436,Match_Good,Pass,Pass,Pass,Pass,2023-03-15 ,Operator_55,Type2,1,Chip_283468,Pass,Pass,Pass,GSM,Key_7598,Serial_8305,ICCID_892348,Operator_135,Pass,Pass,Pass,Log_25324,PO-0040
Batch_895,JO_00895,2023-03-12 ,Operator_12,Offset Ink,PET,18,612,492,120,483,129,Match_Fair,Pass,Pass,Fail,Pass,2023-03-15 ,Operator_62,Type3,1,Chip_729476,Pass,Pass,Pass,UMTS,Key_8570,Serial_1578,ICCID_301186,Operator_135,Pass,Pass,Pass,Log_13821,PO-0041
Batch_896,JO_00896,2023-03-12 ,Operator_26,Offset Ink,PET,31,868,311,557,694,174,Match_Poor,Pass,Pass,Pass,Pass,2023-03-16 ,Operator_64,Type3,4,Chip_361292,Pass,Pass,Pass,GPRS,Key_6807,Serial_5231,ICCID_555328,Operator_146,Pass,Pass,Pass,Log_23766,PO-0042
Batch_897,JO_00897,2023-03-13 ,Operator_46,Offset Ink,PVC,32,992,632,360,405,587,Match_Poor,Pass,Pass,Pass,Pass,2023-03-19 ,Operator_89,Type1,2,Chip_603042,Pass,Pass,Pass,UMTS,Key_2031,Serial_7468,ICCID_484806,Operator_145,Pass,Pass,Pass,Log_47812,PO-0043
Batch_898,JO_00898,2023-03-13 ,Operator_34,Offset Ink,PVC,16,432,362,70,245,187,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-20 ,Operator_82,Type3,2,Chip_788492,Pass,Pass,Pass,GPRS,Key_9204,Serial_2635,ICCID_196039,Operator_109,Pass,Pass,Pass,Log_44551,PO-0044
Batch_899,JO_00899,2023-03-14 ,Operator_49,Offset Ink,Composite Materials,18,576,520,56,334,242,Match_Perfect,Pass,Pass,Pass,Pass,2023-03-20 ,Operator_90,Type1,1,Chip_402474,Pass,Pass,Pass,UMTS,Key_2225,Serial_8317,ICCID_737974,Operator_116,Pass,Pass,Pass,Log_69802,PO-0045
Batch_900,JO_00900,2023-03-14 ,Operator_14,UV Ink,Composite Materials,36,864,542,322,659,205,Match_Good,Pass,Pass,Pass,Pass,2023-03-20 ,Operator_96,Type3,1,Chip_496547,Pass,Pass,Pass,UMTS,Key_9850,Serial_6763,ICCID_941213,Operator_111,Pass,Pass,Pass,Log_71768,PO-0046
